task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
12	28/03d773	467962	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	CACHED	0	2025-08-13 14:07:43.860	1m 58s	1m 57s	596.2%	25 MB	524.7 MB	122.1 MB	34.2 MB
6	c7/fdd278	467960	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	CACHED	0	2025-08-13 14:07:37.861	11m 29s	11m 25s	598.0%	131.4 MB	467.3 MB	122.1 MB	154.6 MB
9	5d/0dc4bb	467959	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:CAWLIGN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	CACHED	0	2025-08-13 14:07:34.861	9m 7s	9m 5s	597.4%	103.7 MB	441.1 MB	122.1 MB	124.7 MB
20	07/e52da6	467992	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	CACHED	0	2025-08-13 14:19:16.861	5s	1.7s	86.6%	31 MB	103.4 MB	169.4 MB	20.2 MB
25	8b/163388	467994	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	CACHED	0	2025-08-13 14:19:51.856	5s	1.7s	87.8%	36 MB	106.4 MB	169.8 MB	20 MB
22	9a/43d688	467965	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 14:09:06.820	5s	826ms	83.5%	27 MB	39.7 MB	35.8 MB	3.8 MB
16	bd/3ad169	467987	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	CACHED	0	2025-08-13 14:16:41.837	5s	1.5s	86.3%	27 MB	39.7 MB	131.1 MB	16.6 MB
14	bc/8e1b24	467974	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	CACHED	0	2025-08-13 14:11:26.813	5s	1s	86.1%	26 MB	40.9 MB	67.1 MB	7.6 MB
19	0a/8ce9dc	467976	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	CACHED	0	2025-08-13 14:11:31.814	5s	1s	86.9%	31 MB	103.5 MB	67.1 MB	7.7 MB
18	5c/8a1ffe	467969	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	CACHED	0	2025-08-13 14:09:41.808	5s	847ms	85.0%	27 MB	39.7 MB	40.6 MB	4.5 MB
24	28/17c075	467963	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	CACHED	0	2025-08-13 14:08:46.817	5s	1s	70.9%	11 MB	21.6 MB	34.4 MB	3.5 MB
21	43/627975	467983	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	CACHED	0	2025-08-13 14:15:26.832	5s	1.3s	88.3%	36 MB	106.3 MB	116.9 MB	13.7 MB
15	21/6e8123	467990	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	CACHED	0	2025-08-13 14:19:06.851	5s	1.7s	84.8%	44 MB	114.3 MB	161.1 MB	19.3 MB
23	63/550727	467981	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	CACHED	0	2025-08-13 14:14:51.832	5s	1.3s	88.0%	23 MB	35.1 MB	111.1 MB	13.4 MB
17	b2/6cb20a	467972	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:REMOVEAMBIGSEQS (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	CACHED	0	2025-08-13 14:10:56.813	5s	1s	85.5%	23 MB	35.2 MB	62.7 MB	7.2 MB
29	72/96ceb3	467978	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	CACHED	0	2025-08-13 14:11:37.817	24s	20.5s	93.8%	47 MB	60 MB	8.2 MB	3 MB
33	e0/7759e8	467995	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	CACHED	0	2025-08-13 14:19:56.858	50s	46s	96.3%	82 MB	95.1 MB	20.5 MB	10.9 MB
28	01/3278ba	467970	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	CACHED	0	2025-08-13 14:09:46.811	15s	14.1s	92.0%	39 MB	52 MB	5 MB	2 MB
32	5b/8e1d86	467967	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 14:09:11.819	15s	12.1s	91.9%	36 MB	49.5 MB	4.3 MB	1.6 MB
27	4b/b35785	467964	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	CACHED	0	2025-08-13 14:08:51.811	15s	11.6s	91.7%	36 MB	49.1 MB	4 MB	1.7 MB
31	8c/dab77f	467988	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007362.1_cds_YP_308669.1_6)	CACHED	0	2025-08-13 14:16:46.838	40s	38.1s	95.8%	74 MB	87.1 MB	17.1 MB	9 MB
26	b4/7a75c9	467993	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_308665.1_2)	CACHED	0	2025-08-13 14:19:21.862	50s	47.4s	96.2%	82 MB	95.5 MB	20.7 MB	10.9 MB
35	b2/a4ac87	467991	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	CACHED	0	2025-08-13 14:19:11.854	50s	45.5s	96.2%	79.9 MB	93.2 MB	19.8 MB	10.5 MB
34	4f/fbb178	467982	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	CACHED	0	2025-08-13 14:14:56.831	35s	31.1s	95.2%	64 MB	77.5 MB	13.9 MB	6.9 MB
30	27/b0098e	467977	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	CACHED	0	2025-08-13 14:11:34.814	22s	20.1s	93.7%	47 MB	60.8 MB	8.1 MB	3.3 MB
37	ec/aeee48	467984	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	CACHED	0	2025-08-13 14:15:31.848	35s	31.6s	95.4%	63 MB	76 MB	14.2 MB	6.3 MB
36	c5/a0e3a8	467973	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_CLN (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	CACHED	0	2025-08-13 14:11:01.814	25s	19.9s	93.7%	47 MB	60.1 MB	7.7 MB	3.4 MB
42	db/a67790	467968	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 14:09:26.815	48m 10s	48m 5s	193.2%	85.1 MB	414.5 MB	885.7 KB	34.9 MB
41	d9/e6b49e	467966	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	CACHED	0	2025-08-13 14:09:08.815	32m 53s	32m 49s	100.5%	109.6 MB	482.3 MB	1021.7 KB	43 MB
43	28/bca1a9	467971	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	CACHED	0	2025-08-13 14:10:01.816	57m 45s	57m 41s	190.9%	142.6 MB	484.6 MB	1.3 MB	62.2 MB
45	5b/d2f147	467979	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	CACHED	0	2025-08-13 14:11:56.822	1h 20m 10s	1h 20m 9s	180.2%	473.3 MB	817.6 MB	2.9 MB	156.8 MB
47	3f/5a2839	467975	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	CACHED	0	2025-08-13 14:11:28.820	1h 28m 33s	1h 28m 28s	183.3%	443.1 MB	788.9 MB	2.8 MB	164.6 MB
38	8c/f8b7cb	468037	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	CACHED	0	2025-08-13 16:44:24.973	4h 59m 1s	4h 58m 59s	100.2%	301.8 MB	645.1 MB	2.4 MB	208 MB
46	60/505d94	468034	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	CACHED	0	2025-08-13 16:44:17.087	3h 5m 54s	3h 5m 52s	164.5%	924.8 MB	1.2 GB	6 MB	300.2 MB
44	ac/a01a8e	468035	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	CACHED	0	2025-08-13 16:44:18.981	5h 51m 2s	5h 51m	156.9%	1.2 GB	1.6 GB	6.8 MB	399 MB
49	33/9cb577	468038	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	CACHED	0	2025-08-13 16:44:27.974	5h 37m 23s	5h 37m 17s	165.4%	1.7 GB	2 GB	10.3 MB	443.6 MB
48	e3/33d44c	468040	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:IQTREE (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	CACHED	0	2025-08-13 16:44:33.973	5h 57m 27s	5h 57m 26s	166.6%	1.8 GB	2.1 GB	10.8 MB	449.5 MB
51	17/30d0a2	468102	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007357.1_cds_YP_308664.1_1)	CACHED	0	2025-08-13 22:42:01.408	5s	1s	99.9%	2 MB	3.9 MB	1.4 MB	652.1 KB
50	4c/950fd7	468006	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 14:57:37.007	4.9s	413ms	73.2%	11 MB	24.3 MB	935.3 KB	166.7 KB
52	f3/9ea8ec	468088	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_308666.1_4)	CACHED	0	2025-08-13 22:21:51.352	5s	1.1s	99.4%	12 MB	25.3 MB	1.4 MB	762 KB
65	ce/56b935	468095	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007361.1_cds_YP_308668.1_8)	CACHED	0	2025-08-13 22:35:21.399	4.9s	972ms	98.9%	2 MB	3.9 MB	1.3 MB	637.3 KB
64	72/77919c	468012	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 14:57:55.982	46m 46s	46m 43s	99.2%	160.5 MB	173 MB	1.7 MB	6.3 MB
59	17/015f63	468007	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 14:57:41.980	47m 50s	47m 45s	99.2%	211 MB	223.6 MB	1.7 MB	2.9 MB
61	71/f396db	468010	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 14:57:49.982	1h 9m 52s	1h 9m 49s	99.3%	256.5 MB	269.5 MB	1.8 MB	7.3 MB
62	43/1da8c0	468041	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_PRIME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 16:44:36.971	3h 33m 44s	3h 33m 37s	438.2%	225.8 MB	661.9 MB	1.8 MB	6.7 MB
63	ff/13d295	468043	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308670.1_9)	CACHED	0	2025-08-13 16:44:42.973	2h 13s	2h 7s	362.6%	2.9 GB	3.4 GB	1.9 MB	7.4 MB
72	fa/e2e005	468063	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	CACHED	0	2025-08-13 19:50:11.055	5s	851ms	98.9%	12 MB	25 MB	1.2 MB	556.9 KB
79	09/82ab54	468081	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	CACHED	0	2025-08-13 21:43:26.266	5s	586ms	97.7%	12 MB	24.6 MB	1.1 MB	358.5 KB
80	53/399370	468064	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007360.1_cds_YP_308667.1_7)	CACHED	0	2025-08-13 19:50:16.037	2h 43m	2h 42m 59s	530.4%	791.5 MB	1.5 GB	6.9 MB	24.9 MB
86	a0/ac03cc	468027	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	CACHED	0	2025-08-13 15:40:02.090	4.9s	861ms	84.6%	12 MB	24.9 MB	1.2 MB	503.8 KB
92	d8/767e82	468083	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	CACHED	0	2025-08-13 21:43:33.247	2h 13m 13s	2h 13m 10s	253.0%	503.1 MB	978.5 MB	3.3 MB	6.2 MB
90	0a/84f5ab	468084	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_BUSTED (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	CACHED	0	2025-08-13 21:43:36.245	3h 45m 50s	3h 45m 46s	397.8%	6.6 GB	7.3 GB	3.4 MB	22.9 MB
91	e8/38f2a9	468086	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	CACHED	0	2025-08-13 21:43:42.246	1h 22m 19s	1h 22m 14s	341.9%	387.3 MB	1.8 GB	3.3 MB	14.4 MB
88	81/0e6d53	468087	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007363.1_cds_YP_308671.1_10)	CACHED	0	2025-08-13 21:43:45.247	1h 17m 16s	1h 17m 11s	437.6%	657.5 MB	1.5 GB	3.4 MB	16.7 MB
93	22/bc3a74	468052	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	CACHED	0	2025-08-13 16:45:09.970	1h 23m 1s	1h 22m 55s	368.5%	482.2 MB	1.1 GB	3.7 MB	18.8 MB
99	bf/7af40b	468020	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	CACHED	0	2025-08-13 15:32:07.078	4.9s	804ms	84.7%	12 MB	24.8 MB	1.2 MB	452.5 KB
98	b4/2913f2	468054	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	CACHED	0	2025-08-13 16:45:15.971	1h 55m 35s	1h 55m 32s	290.0%	637.6 MB	1.8 GB	3.7 MB	8.1 MB
94	38/a3946d	468049	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308673.1_12)	CACHED	0	2025-08-13 16:45:00.973	3h 8m 15s	3h 8m 10s	301.9%	856.4 MB	1.3 GB	3.8 MB	24.4 MB
100	55/6067c1	468013	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	CACHED	0	2025-08-13 15:07:47.040	4.9s	544ms	77.6%	11 MB	24.5 MB	1 MB	271.2 KB
105	29/4b30c1	468045	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	CACHED	0	2025-08-13 16:44:48.971	2h 49m 22s	2h 49m 16s	356.7%	835 MB	1.5 GB	3.9 MB	22.6 MB
101	fa/bbdf70	468046	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	CACHED	0	2025-08-13 16:44:51.971	2h 46m 59s	2h 46m 53s	309.5%	737.9 MB	1.5 GB	3.8 MB	7.5 MB
106	c7/15ea10	468050	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007359.1_cds_YP_006495800.1_5)	CACHED	0	2025-08-13 16:45:03.970	1h 20m 7s	1h 20m 1s	387.8%	478.5 MB	997 MB	3.8 MB	17.6 MB
107	39/aeed06	467999	HYPHY_CAPHEINE:CAPHEINE:PROCESS_VIRAL_NONRECOMBINANT:HYPHY_LABELTREE_REGEXP (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007358.1_cds_YP_473348.1_3)	CACHED	0	2025-08-13 14:42:02.101	4.8s	483ms	77.1%	11 MB	24.4 MB	978.8 KB	212 KB
108	33/dfe8da	468019	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_FEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	CACHED	0	2025-08-13 15:08:06.019	1h 20m 31s	1h 20m 27s	99.3%	238.7 MB	251.6 MB	2.1 MB	9.8 MB
109	7f/655b89	468016	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_CONTRASTFEL (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	CACHED	0	2025-08-13 15:07:57.018	1h 33m	1h 32m 54s	99.4%	320.7 MB	333.9 MB	2.1 MB	4.4 MB
110	dd/6dcdf8	468057	HYPHY_CAPHEINE:CAPHEINE:HYPHY_ANALYSES:HYPHY_MEME (GCF_000864105.1_noTerminalStopCodon.part_lcl__NC_007364.1_cds_YP_308672.1_11)	CACHED	0	2025-08-13 16:45:24.971	37m 11s	37m 6s	352.7%	404.4 MB	975.9 MB	2.2 MB	11.2 MB
